idregion,iddistrict,idcouncil,idchiefdom,idsection,idtown
EASTERN,KENEMA,KENEMA DISTRICT,LOWER BAMBARA,SEI,PEYAMA (LOWER BAMBARA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KAMASONDO,KAMASONDO,MAPORON (KAMASONDO)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KAMASONDO,KAMASONDO,MADINA (KAMASONDO)
EASTERN,KENEMA,KENEMA DISTRICT,NONGOWA,GBO-LAMBAYAMA,TISSOR (NONGOWA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KAMASONDO,MALI BUNDU,MALI BUNDU (KAMASONDO)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KAMASONDO,MANA,GBONKOKASONKO (KAMASONDO)
SOUTHERN,BO,BO DISTRICT,KAKUA,SAMAMIE,TONGIEMA (KAKUA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,FAKUNYA,NJAWA SECTION,BANGORMA (FAKUNYA)
EASTERN,KENEMA,KENEMA DISTRICT,LOWER BAMBARA,FALLAY,VAAMA (LOWER BAMBARA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,SAFROKO LIMBA,KAGBO,KAKAMATHOR (SAFROKO LIMBA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,SAFROKO LIMBA,BINKOLO,MATHADI VILLAGE (SAFROKO LIMBA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,SAFROKO LIMBA,BINKOLO,KAMANKA (SAFROKO LIMBA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,SAFROKO LIMBA,BINKOLO,MAFARAY (SAFROKO LIMBA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,SAFROKO LIMBA,BINKOLO,KATHALA (SAFROKO LIMBA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,DASSE,SEMABU SECTION,SEMABU (DASSE)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,WEST I,KINGTOM,MAY STREET (WEST I)
EASTERN,KENEMA,KENEMA DISTRICT,LOWER BAMBARA,SEI,NGUABU (LOWER BAMBARA)
EASTERN,KENEMA,KENEMA DISTRICT,LOWER BAMBARA,FALLAY,NGIEHUN (LOWER BAMBARA)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,WEST II,TENGBEH TOWN,WHITE TICK (WEST II)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,YORK RURAL,TOMBO,KRIO TOWN (YORK RURAL)
EASTERN,KENEMA,KENEMA DISTRICT,LOWER BAMBARA,FALLAY,FAYAMAWA (LOWER BAMBARA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,MAMUDIA SECTION,SENEKUDUGU (WARA WARA YAGALA)
NORTH WESTERN,KARENE,KARENE DISTRICT,SELLA LIMBA,KAYIMBON 1,KASASIE (SELLA LIMBA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MACROGBA,ROCHEN/ MAKINEH (YONI MABANTA)
EASTERN,KENEMA,KENEMA CITY,KENEMA CITY,GBO-KAKAJAMA,KANDEH STREET (KENEMA CITY)
NORTHERN,BOMBALI,BOMBALI DISTRICT,GBANTI,KABARAN,MOBOLLEH (GBANTI)
EASTERN,KENEMA,KENEMA CITY,KENEMA CITY,GBO-KAKAJAMA,BURMA 2 (KENEMA CITY)
NORTHERN,BOMBALI,BOMBALI DISTRICT,MAKARI,MANKENEH BANA,MAKEH (MAKARI)
NORTHERN,FALABA,FALABA DISTRICT,NEYA,NYALEYA,NYALEYA (NEYA)
EASTERN,KENEMA,KENEMA DISTRICT,GORAMA MENDE,FAMANJO,GONDAMA (GORAMA MENDE)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,WEST II,NEW ENGLAND VILLE,HILL TOP SOUTH RIDGE (WEST II)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,WATERLOO RURAL,HASTINGS WHARF,HASTING WHARF (WATERLOO RURAL)
EASTERN,KONO,KOIDU-NEW SEMBEHUN CITY,KOIDU CITY,MOINDEFEH,GANDI FANIA ST (KOIDU CITY)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,RIBBI,LOWER RIBBI,ROKAI (RIBBI)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,KISSY,ROSE STREET (EAST III)
SOUTHERN,BO,BO CITY,BO TOWN,NJAGBOIMA,HOSPITAL ROAD (BO TOWN)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,KONKOBA,KONKOBA (WARA WARA YAGALA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,MAGBEMA,ROBAT,PAITFU (MAGBEMA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,MAGBEMA,ROBAT,ROTHUN (MAGBEMA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,DASSE,TANINIHUN GORMOH,MOGBASEKE (DASSE)
EASTERN,KONO,KOIDU-NEW SEMBEHUN CITY,KOIDU CITY,MOINDEFEH,BENGUIMA (KOIDU CITY)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,YORK RURAL,YORK RURAL,WALLAI (YORK RURAL)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,WATERLOO RURAL,"40 Main Motor Road, Freetown park- Waterloo",MACDONALO (WATERLOO RURAL)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,WATERLOO RURAL,WATERLOO,DURING TOWN (WATERLOO RURAL)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KORI,FOGBO,GBONGOMA (KORI)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,KISSY,IBO TOWN (EAST III)
EASTERN,KONO,KONO DISTRICT,GBENSE,BAYAKOR,CHENEDU (GBENSE)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,BILIMAIA,ALPHA AMADU (WARA WARA YAGALA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,MAMUDIA SECTION,KARAKOR SOKURALLA (WARA WARA YAGALA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,TIMBO,BADAINBAYA (WARA WARA YAGALA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,TIMBO,BADEMBAIA (WARA WARA YAGALA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,MAFORKI,MAPOLIE,MAPOLI (MAFORKI)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,KISSY,29 LEADEN HALL STREET (EAST III)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,KISSY,LEADEN HALLS STREET (EAST III)
NORTHERN,BOMBALI,BOMBALI DISTRICT,BOMBALI SEBORA,KAGBARA,MANKNEH  I (BOMBALI SEBORA)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,KISSY,"UPPER  NICOL TERRES, KUNLOLOH (EAST III)"
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,WEST II,NEW ENGLAND VILLE,NEW ENGLAND VILLE
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,WEST II,TENGBEH TOWN,TENGBEH TOWN
EASTERN,KAILAHUN,KAILAHUN DISTRICT,LUAWA,LUAWA FOIYAH,LAMIN FARMAGA TOWN (LUAWA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,FAKUNYA,FAKOI,SEMIBU (FAKUNYA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,FAKUNYA,KPANGULGO,GELEHUN (FAKUNYA)
EASTERN,KENEMA,KENEMA DISTRICT,KOYA,KAKWEVINE,KORTUMAHUN (KOYA)
EASTERN,KENEMA,KENEMA DISTRICT,LANGRAMA,KORJEI,YABAIMA (LANGRAMA)
EASTERN,KENEMA,KENEMA DISTRICT,LANGRAMA,JEIWOMA,WOYAMA (LANGRAMA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,NIENI,YARASUFEH SECTION,SOYA (NIENI)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,ALLEN TOWN,"ORUGU, MADINA UPPRR ALLEN TOWN (EAST III)"
NORTHERN,FALABA,FALABA DISTRICT,NEYA,NEYA 2,DABOROMA (NEYA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,MUNU THALLA,MAPOLON,MAPOLON (MUNU THALLA)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,YORK RURAL,SATTIA,SATTIA/TISSANA (YORK RURAL)
NORTHERN,FALABA,FALABA DISTRICT,KEBELIA,GANYA,GANYA (KEBELIA)
NORTHERN,FALABA,FALABA DISTRICT,SULIMA,FALABA 1,FALABA (SULIMA)
NORTHERN,FALABA,FALABA DISTRICT,KEBELIA,SIMITHIA,DANSADIA (KEBELIA)
NORTHERN,FALABA,FALABA DISTRICT,SULIMA,FALABA 1,FOREMUSAIA (SULIMA)
NORTHERN,FALABA,FALABA DISTRICT,KEBELIA,NAMOKOYA,KARIMBU (KEBELIA)
NORTHERN,FALABA,FALABA DISTRICT,SULIMA,FODAIA 2,MANPORO (SULIMA)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,WATERLOO RURAL,NEW YORK,NEW YORK (WATERLOO RURAL)
NORTHERN,FALABA,FALABA DISTRICT,KEBELIA,NOMOKOYA,NOMOKOYA (KEBELIA)
NORTHERN,FALABA,FALABA DISTRICT,SULIMA,FODAIA 1,TANENEH (SULIMA)
NORTHERN,FALABA,FALABA DISTRICT,SULIMA,KALIYEREH,BANJUGUIA (SULIMA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,GBINLE,SANDA,KUNTHAI (GBINLE)
NORTHERN,FALABA,FALABA DISTRICT,KEBELIA,SIMITHIA,DURAYA (KEBELIA)
NORTHERN,FALABA,FALABA DISTRICT,SULIMA,GULLUSAIA,GULLUSAIA (SULIMA)
EASTERN,KONO,KOIDU-NEW SEMBEHUN CITY,KOIDU CITY,MOINDEFEH,WONDEDU (KOIDU CITY)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,WELLINGTON,WHARF ROAD PORTEE (EAST III)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,LOWER BARAWA,DUKONO (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,FIRAWA,FIRAWA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,MOMORIA,MORIA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,KULANKO,FORAYA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,MOMORIA,SIRAMOROYA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,KULANKO,KULANKO (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,KULANKO,BAMBAKALIA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,KULANKO,BRAMAIA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,KOMAYA,DANKA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,SINGBANIA,KANKABAIA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,MOMORIA,KOIKORO (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,KOMOYA,KOMOYA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,KONKOYA,KONKOYA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,KOMAYA,MAMURIA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,MOMORIA,MOMORIA BADALA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,SINGBINAI,SEREDOYA (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,MOMORIA,TIMBERAN (WOLLAY BARAWA)
NORTHERN,FALABA,FALABA DISTRICT,WOLLAY BARAWA,FIRAWA,BAMBUGU (WOLLAY BARAWA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,BOMBALI SEBORA,KAGBERA,ROPOLLON RED CROSS (BOMBALI SEBORA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,BIRIWA,KAYANKORO,KAYANKORO (BIRIWA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,FAKUNYA,TONDAMBALENGA,KONDAYAMA (FAKUNYA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,KHONIMAKA,KONTHA,KONTHA (KHONIMAKA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,KHONIMAKA,KUFURU BUGAMIE,KUFURU (KHONIMAKA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,KHONIMAKA,GBERAKHURAY,SURLIE (KHONIMAKA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,MASUNGBALA,BENNAH,ROBISON (MASUNGBALA)
SOUTHERN,PUJEHUN,PUJEHUN DISTRICT,KPAKA,JASENDE,BENDU (KPAKA)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,KOYA RURAL,JOE TOWN,NYANGBA TOWN (KOYA RURAL)
NORTHERN,FALABA,FALABA DISTRICT,DEMBELIA SINKUNIA,LOWER SINKUNIA,BONTOLA I (DEMBELIA SINKUNIA)
NORTHERN,FALABA,FALABA DISTRICT,FOLOSABA KAMBA,FISSAYA ONE,SEREKUDAY (FOLOSABA KAMBA)
NORTHERN,FALABA,FALABA DISTRICT,FOLOSABA KAMBA,KALIA,GBENTU (FOLOSABA KAMBA)
NORTHERN,FALABA,FALABA DISTRICT,DEMBELIA SINKUNIA,MANNA,MANAH (DEMBELIA SINKUNIA)
NORTHERN,FALABA,FALABA DISTRICT,DEMBELIA SINKUNIA,MAWUDIA,FULAMANSA (DEMBELIA SINKUNIA)
NORTHERN,FALABA,FALABA DISTRICT,DEMBELIA SINKUNIA,UPPER SINKUNIA,MASENDAY (DEMBELIA SINKUNIA)
NORTH WESTERN,KARENE,KARENE DISTRICT,ROMENDE,FOREDUGU,MADIKA (ROMENDE)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,YAGALA,GBAWURIA (WARA WARA YAGALA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KAIYAMBA,MENDEGELEMA,TANINAHUN MADINA (KAIYAMBA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KAIYAMBA,MOSOE,GENDEMA (KAIYAMBA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,BIRIWA,KAYANKORO SECTION,KATHADUNGBU VILLAGE (BIRIWA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,BUMPEH,MOFORAY,MOYEAGBEH (BUMPEH)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,BUMPEH,MOFORAY,MOFEMBEH (BUMPEH)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,BUMPEH,MOFORAY,GANGNAM VILLAGE (BUMPEH)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,BUMPEH,MASSA SECTION,SAHUN (BUMPEH)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,BUMPEH,MASSA SECTION,TONGBAI VILLAGE (BUMPEH)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MAMAILA,GAINDEMA SECTION,MAKORIE (YONI MAMAILA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,GBENDEMBU,KANIA,MAHANGOR (GBENDEMBU)
NORTHERN,FALABA,FALABA DISTRICT,NEYA,NEYA 2,BABURO (NEYA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,BIRIWA,KAMBAI SECTION,KAMABIA (BIRIWA)
SOUTHERN,BONTHE,BONTHE DISTRICT,NONGOBA BULLOM,BAOMA,BAOMA KPONGE (NONGOBA BULLOM)
SOUTHERN,BONTHE,BONTHE DISTRICT,JONG,JORMA,JORMA (JONG)
SOUTHERN,BONTHE,BONTHE DISTRICT,NONGOBA BULLOM,NGANYAMA,KPAWAMA (NONGOBA BULLOM)
SOUTHERN,BONTHE,BONTHE DISTRICT,JONG,TUCKER NYAMBE,MOSONGA JONG (JONG)
SOUTHERN,BONTHE,BONTHE DISTRICT,JONG,TUCKER NYAMBE,KOMENDE (JONG)
SOUTHERN,BONTHE,BONTHE DISTRICT,JONG,TUCKER NYAMBE,BO JONG (JONG)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MAMAILA,YONI,MAMORKA (YONI MAMAILA)
SOUTHERN,BO,BO DISTRICT,TIKONKO,SEMBEHUN-17,TUBA (TIKONKO)
SOUTHERN,BO,BO DISTRICT,TIKONKO,NJAGBLA ONE,NGOLAHUN (TIKONKO)
SOUTHERN,BO,BO DISTRICT,VALUNIA,YALENGA,SAYLLU (VALUNIA)
SOUTHERN,BO,BO DISTRICT,VALUNIA,YARLENGA SECTION,KENEMA BLANGO (VALUNIA)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,ALLEN TOWN,"CARITAS, UPPER ALLEN TOWN (EAST III)"
EASTERN,KONO,KONO DISTRICT,NIMIKORO,GBOGBOAFEH,YIMA (NIMIKORO)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,ALLEN TOWN,OROGU NEW SITE UPPER ALLEN TOWN (EAST III)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,FAKUNYA,SONGO,JAJOBU (FAKUNYA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,DASSE,TIMIDEL SECTION,NYAMHINA (DASSE)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,BUREH,GBELLA,ROKON BUREH (BUREH)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,BUREH,ROGBELLA,ROGBELLA (BUREH)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,BUREH,MAMANKA,MASSESSEB (BUREH)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,BUREH,MAKANAH,MAYOISOR (BUREH)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,BUREH,MALAL,MAYMN (BUREH)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,WATERLOO RURAL,DEEP EYE WATER,KAMARA STREET (WATERLOO RURAL)
SOUTHERN,PUJEHUN,PUJEHUN DISTRICT,PERRI,KEMOKAI,BOMI (PERRI)
EASTERN,KONO,KONO DISTRICT,LEI,TANKORO,KENEMA (LEI)
EASTERN,KONO,KONO DISTRICT,LEI,LEI,BUNDIA (LEI)
EASTERN,KONO,KONO DISTRICT,LEI,LEI,TUMBEIDU (LEI)
EASTERN,KONO,KONO DISTRICT,TOLI,KOMADU,YORGBOMA (TOLI)
EASTERN,KONO,KONO DISTRICT,LEI,DIA,GBOGBORMA (LEI)
EASTERN,KONO,KONO DISTRICT,LEI,YAWAI,YALAMBA (LEI)
EASTERN,KONO,KONO DISTRICT,LEI,LEI,SAIMA (LEI)
EASTERN,KONO,KONO DISTRICT,LEI,LEI,SAIAMA (LEI)
EASTERN,KONO,KONO DISTRICT,LEI,KENSAY,TORWAH (LEI)
EASTERN,KONO,KONO DISTRICT,LEI,KALIA,KALIA (LEI)
EASTERN,KONO,KONO DISTRICT,LEI,KAMARA,MASAKONDU (LEI)
EASTERN,KONO,KONO DISTRICT,LEI,KAMARA,KONGOIFEH (LEI)
EASTERN,KENEMA,KENEMA DISTRICT,GORAMA MENDE,BIATONG,KAWUYA (GORAMA MENDE)
EASTERN,KONO,KONO DISTRICT,SANDOR,NJEIKOR,GBENSENDOR (SANDOR)
SOUTHERN,BONTHE,BONTHE DISTRICT,JONG,LOPPA,LOPPA (JONG)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,WATERLOO RURAL,WATERLOO,LUMP (WATERLOO RURAL)
NORTHERN,FALABA,FALABA DISTRICT,DELEMANDUGU,UPPER  DELDUGU,DELDUKAMARON (DELEMANDUGU)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,WELLINGTON,TASSO ISLAND (EAST III)
NORTHERN,FALABA,FALABA DISTRICT,SULIMA,GBERIA TIMBAKO,GBERIA TIMBAKOH (SULIMA)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,WELLINGTON,"UPPROVED SCHOOL, WELLINGTON (EAST III)"
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MAKENI MAGBAFTH,MATHALLAY (YONI MABANTA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KORI,FOGBO,NGOKOMA (KORI)
NORTHERN,FALABA,FALABA DISTRICT,KEBELIA,SIMITHIA,KANAYA (KEBELIA)
NORTHERN,FALABA,FALABA DISTRICT,KEBELIA,SIMITHIA,SIMITHIA (KEBELIA)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA MAGBOLONTOR,BANKRO,MANAISE (SANDA MAGBOLONTOR)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KOYA,FOREDUGU,MAYOMRA (KOYA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KOYA,MATHENEH,WAREMA (KOYA)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,LUAWA,LUAWA FOIYAH,KISSI TOWN (LUAWA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,LOWER DABOR,KOMYEIHUN (DAMA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,LOWER DABOR,LOPPA (DAMA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,LOWER DABOR,BARAKA (DAMA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,FOWAI,GAAMA (DAMA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,FOWAI,GAO (DAMA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,LOWER DABOR,BAOMA (DAMA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,FOWAI,KPANDEBU (DAMA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,FOWAI,KORMA (DAMA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,FOWAI,KPANDEBU DAMA (DAMA)
SOUTHERN,BO,BO CITY,BO TOWN,SAMI SECTION,HASSEN STREET (BO TOWN)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,DANYADEJO,GOFOR (DAMA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,DANYADEJO,DIAMEI (DAMA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,DANYADEJO,GBAMBOMA (DAMA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,DANYADEJO,TANINAHUN (DAMA)
EASTERN,KENEMA,KENEMA DISTRICT,DAMA,FOWAI,BENDUMA (DAMA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KAMASONDO,KATONGHA,MAKOIBARAY (KAMASONDO)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KAMASONDO,MANA,POLLOTH (KAMASONDO)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KAMASONDO,MANA,MANA 1 (KAMASONDO)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,BUMPEH,BUMPEH,PENDEH (BUMPEH)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KORI,BAI LAGOR,SALINA GBAYA (KORI)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KORI,BAI LAGOR,NGEIGBOIYA (KORI)
EASTERN,KONO,KONO DISTRICT,SANDOR,NJEIKOR,YARDU (SANDOR)
SOUTHERN,BO,BO CITY,BO TOWN,HANGHA TOWN,MISSION ROAD (BO TOWN)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,SENGBE,KOINADUGU,KOIBADUGU (SENGBE)
SOUTHERN,BONTHE,BONTHE DISTRICT,JONG,BEYINGA,SEGBEWEMA (JONG)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,BAGRUWA,SEMBEHUN,GBANGBATOKE JUNCTION (BAGRUWA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KAFFU BULLOM,ROSINT,ROSINT-LUNGI (KAFFU BULLOM)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,RIBBI,LOWER RIBBI,MOKONI (RIBBI)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,RIBBI,UPPER RIBBI,KOBANKA (RIBBI)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,RIBBI,UPPER RIBBI,MOGBOGESSEH (RIBBI)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,KISSY,HILL TOP (EAST III)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,YORK RURAL,KENT,KENT (YORK RURAL)
NORTHERN,FALABA,FALABA DISTRICT,DELEMANDUGU,LOWER - DELDU,MANSADU-KIRIMENDU (DELEMANDUGU)
NORTHERN,BOMBALI,MAKENI CITY,MAKENI CITY,ROGBANEH,SYLVANUS STREET MAKENI (MAKENI CITY)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,WEST III,WILKINSON ROAD,NEW TOWN (WEST III)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,WEST III,WILKINSON ROAD,COLE FARM WILKINSON ROAD 17 BRIGHT STREET (WEST III)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,WEST III,WILKINSON ROAD,MAPHENGBEH (WEST III)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,WEST III,WILKINSON ROAD,BENKA LANE (WEST III)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,MARAMPA,MARAMPA,MARAMPA
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,MARAMPA,MARAMPA,MANGE ACRE (MARAMPA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,MARAMPA,MARAMPA,MATHENEH (MARAMPA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,MARAMPA,MARAMPA,ROFAIKAN (MARAMPA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,MARAMPA,ROYEAMA,ROYEAMA (MARAMPA)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,WEST I,CONGO TOWN,CONGO CROSS (WEST I)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KORI,MOKABA,MOKABBA (KORI)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,MASUNGBALA,SAMU,ROKUPR WOSIE (MASUNGBALA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,MASUNGBALA,KAWULA,ROYEAMA (MASUNGBALA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,MASUNGBALA,NONKOH,NONKOH (MASUNGBALA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,MASUNGBALA,NONKOH,KIRMABANA (MASUNGBALA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,MASUNGBALA,NONKOH,MASIMRA (MASUNGBALA)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,YORK RURAL,GODERICH,MILE 13 (YORK RURAL)
